0.2386 	 0.3455
0.2386 	 0.5418
0.2386 	 1.1302
0.2386 	 1.2235
0.2386 	 1.3653
0.2386 	 1.5851
1.4193 	 1.6799
1.9992 	 2.0799
0.6622 	 2.6752
1.9992 	 3.0394
0.6622 	 3.4245
4.0292 	 4.7404
3.2455 	 4.7640
4.6255 	 5.2005
3.4844 	 5.2138
4.0292 	 5.2497
5.3252 	 5.4918
4.0292 	 5.7817
4.6255 	 5.9177
4.0292 	 6.1020
5.3252 	 6.3353
5.3252 	 6.3466
4.6255 	 6.4871
4.7673 	 6.5107
6.7183 	 7.2471
6.7183 	 7.2576
5.3252 	 7.3899
6.7183 	 8.0423
7.4062 	 8.2691
5.3252 	 9.0190
9.1031 	 9.2631
8.8425 	 9.7942
8.8425 	 9.8639
9.3980 	 9.9628
9.1031 	 10.4675
9.1031 	 10.5541
10.6013 	 11.1074
10.6013 	 11.5905
9.1031 	 11.7668
11.5106 	 12.0523
9.3980 	 12.0911
11.5106 	 12.0959
11.2474 	 12.0964
11.5181 	 12.0978
11.2474 	 12.1979
11.2474 	 12.2019
11.5106 	 12.2229
12.3419 	 12.6304
11.5181 	 12.6391
12.3975 	 12.6966
12.3419 	 13.0133
12.3975 	 13.0831
11.5181 	 13.3172
12.3419 	 13.5352
12.3419 	 13.6764
13.3981 	 13.8416
13.3981 	 13.8912
12.6781 	 14.1659
11.5106 	 14.5831
12.3419 	 15.0409
12.3419 	 15.1221
15.1309 	 15.4148
15.1309 	 15.9286
15.1309 	 16.3318
15.7872 	 16.4703
15.1309 	 16.5513
15.8612 	 16.5745
15.1309 	 16.6664
15.8612 	 16.8043
16.9825 	 17.2833
15.8612 	 17.5072
15.7872 	 17.6986
17.3362 	 17.8025
17.3362 	 18.2154
17.3362 	 18.5031
15.7245 	 18.5230
19.2799 	 19.4404
18.3853 	 19.5126
20.7892 	 20.9729
20.7892 	 21.0085
20.7948 	 21.6621
20.7892 	 21.6832
20.7892 	 21.7242
20.7892 	 21.7518
20.7948 	 22.1171
21.3406 	 22.1654
20.7948 	 22.1984
21.3406 	 22.4536
22.8819 	 22.9342
22.8819 	 23.3813
21.3406 	 23.4151
22.8819 	 23.4605
22.8819 	 23.7575
22.8819 	 23.7810
23.5696 	 24.1360
23.5696 	 24.5366
23.9065 	 24.6084
23.9065 	 24.7242
23.5696 	 24.8376
23.5696 	 24.8386
23.5696 	 25.0768
23.5696 	 25.3953
23.9530 	 25.4545
23.9065 	 25.5295
27.3215 	 27.7036
27.1903 	 28.2499
28.5463 	 29.1884
29.5963 	 30.4419
29.4617 	 30.4599
28.5463 	 30.5731
29.4617 	 30.6647
31.0889 	 31.5782
29.5963 	 31.6091
31.5696 	 31.8591
31.0985 	 31.9820
31.0889 	 32.0014
31.0985 	 32.0749
31.0985 	 32.3026
31.5696 	 32.3890
31.0985 	 32.5097
31.0985 	 32.5231
31.0985 	 33.0246
31.5696 	 33.1297
33.2830 	 33.8516
33.0807 	 34.8603
35.7462 	 35.8598
35.6772 	 35.9353
35.6772 	 36.1516
35.4291 	 36.4600
33.2830 	 36.5108
35.6772 	 37.3708
37.0208 	 38.1259
38.0464 	 38.2559
38.0464 	 38.5310
38.4301 	 38.6073
38.4301 	 38.7673
38.0464 	 39.0616
38.7022 	 39.2866
38.0464 	 39.4766
38.0464 	 39.7024
38.7022 	 39.9247
38.4129 	 39.9942
39.0381 	 40.0816
38.4301 	 40.0987
39.0876 	 40.1027
38.4129 	 40.1980
39.0876 	 40.2431
38.7022 	 40.4828
39.0876 	 40.7749
38.0464 	 40.9596
39.0381 	 41.4773
41.4784 	 41.5604
41.4784 	 41.6016
38.4301 	 42.2133
41.9143 	 42.2464
39.0381 	 43.4448
41.9143 	 43.6158
43.2095 	 44.1237
44.0485 	 44.1488
44.0485 	 44.2335
44.0485 	 44.4326
44.0227 	 44.4524
44.0485 	 44.5568
44.0485 	 44.8167
44.7846 	 44.9472
45.1239 	 45.2915
44.0227 	 45.4552
45.4742 	 45.8139
44.7846 	 45.8982
44.9202 	 45.9843
45.1239 	 46.1732
44.0227 	 46.3656
46.4111 	 46.5490
45.4742 	 46.7696
45.6612 	 46.8493
46.0725 	 46.9734
45.1239 	 47.1249
45.4742 	 47.2321
45.6612 	 47.2996
47.3235 	 47.3945
47.2585 	 47.5011
47.2585 	 47.6059
47.3235 	 47.8274
47.2585 	 47.9213
47.2585 	 48.0175
47.7182 	 48.3388
47.3235 	 48.5640
47.3235 	 48.7037
47.7182 	 48.7968
47.7182 	 49.0962
47.2585 	 49.4603
47.3235 	 49.4883
47.7182 	 49.5981
49.0857 	 50.0169
49.2452 	 50.2112
49.2452 	 50.2986
49.2452 	 51.3368
49.0857 	 51.4293
47.7182 	 51.4599
50.8057 	 51.7893
49.2452 	 51.9620
50.9368 	 52.0701
53.4522 	 54.6526
55.2857 	 55.5501
55.1364 	 56.0860
55.2857 	 56.2212
55.1364 	 56.2559
55.7335 	 56.4746
55.2857 	 56.4882
55.7335 	 56.6870
55.7335 	 56.8669
55.2857 	 56.9115
55.7335 	 57.0934
55.7335 	 57.4447
57.4005 	 57.8986
57.4005 	 57.9676
55.2857 	 58.0226
57.4005 	 58.1993
57.4005 	 58.2783
57.4005 	 58.4948
57.1022 	 58.7096
58.2120 	 58.7401
58.5596 	 58.7447
58.5596 	 59.0317
58.2101 	 59.5503
58.2120 	 59.9809
58.5596 	 60.2425
60.1814 	 60.3649
57.4005 	 60.4161
60.4949 	 60.9864
60.1814 	 61.0418
60.1814 	 61.1830
61.3131 	 61.4379
60.4949 	 61.5376
61.3321 	 61.7795
60.1814 	 61.8464
61.3321 	 61.8936
60.4949 	 62.1808
61.6133 	 62.2587
61.3321 	 62.2729
61.6133 	 62.2801
61.7553 	 62.3462
62.3251 	 62.4773
61.7553 	 62.5974
61.8069 	 62.7309
61.6133 	 62.8101
61.7553 	 62.9504
62.3251 	 62.9726
61.6133 	 63.0409
61.7553 	 63.1414
61.8069 	 63.4972
61.7553 	 63.6143
61.9361 	 63.6657
61.9361 	 64.0381
61.9361 	 64.1787
61.9361 	 64.3724
61.9361 	 64.5906
64.6740 	 65.1564
64.6740 	 65.3580
65.6041 	 65.8456
61.9361 	 65.8558
63.9570 	 65.8785
63.9570 	 66.1134
65.7493 	 66.4326
65.6041 	 67.4098
66.7608 	 67.5537
65.8223 	 67.6682
66.7660 	 67.7775
65.7493 	 68.0588
67.6236 	 68.0728
66.7608 	 68.0998
66.7608 	 68.1915
66.6369 	 68.2006
67.6236 	 68.5979
66.8207 	 68.7394
66.6369 	 68.8998
68.3522 	 69.0598
68.3522 	 69.0766
66.7608 	 69.3000
67.2937 	 69.3994
67.2937 	 69.4972
67.2937 	 69.5062
66.7608 	 69.6725
67.4546 	 69.9695
67.2937 	 69.9963
67.8083 	 70.1332
67.4546 	 70.2980
66.7608 	 70.3833
67.4546 	 70.4655
68.6261 	 70.5688
67.4546 	 70.5754
69.5295 	 70.7129
68.6261 	 70.7245
68.6261 	 70.7402
70.6364 	 71.0092
67.6236 	 71.0097
69.4233 	 71.0784
69.0108 	 71.7386
71.5489 	 71.8124
71.5489 	 71.8721
69.0108 	 72.1708
68.6261 	 72.2031
68.6261 	 72.2239
69.0108 	 72.2838
69.0108 	 72.4776
69.0108 	 72.7491
69.5295 	 73.2399
73.6441 	 73.8792
73.6869 	 74.0080
73.6869 	 74.0935
73.6869 	 74.2801
73.6869 	 74.3031
76.0617 	 76.2840
76.0617 	 76.7918
76.2716 	 77.0368
76.2716 	 77.0939
77.1614 	 77.1814
77.1614 	 77.2331
76.2716 	 77.9121
77.1928 	 77.9406
77.7241 	 78.0343
77.1614 	 78.1230
77.7241 	 78.2052
77.8260 	 78.3681
77.7241 	 78.6745
77.7241 	 78.9341
77.7241 	 78.9504
80.6966 	 81.0044
77.8260 	 81.1564
80.6690 	 81.1978
80.6966 	 81.4539
80.6690 	 82.1740
84.7977 	 85.0632
84.7977 	 85.2864
84.7977 	 85.5540
84.7977 	 85.7380
84.7977 	 85.7394
84.9993 	 85.9203
83.4230 	 86.7671
86.7947 	 86.9342
86.2115 	 86.9656
86.2115 	 87.1341
84.7977 	 88.4133
88.2695 	 88.7085
88.2695 	 88.9328
88.2695 	 89.0930
88.2695 	 89.1468
86.7947 	 89.1868
88.7595 	 89.4316
