1.5020 	 1.5180
1.3350 	 1.6330
1.6230 	 1.6970
1.6230 	 1.7980
0.1440 	 2.0480
1.6800 	 2.0840
1.3350 	 2.6380
1.8720 	 2.7120
1.3350 	 3.1630
1.8720 	 3.4790
2.4390 	 3.4900
2.4390 	 3.5300
1.8720 	 3.5740
2.5750 	 3.9520
1.5020 	 4.0390
2.6270 	 4.1160
1.6800 	 4.1590
2.4390 	 4.1660
2.6270 	 4.4240
3.3500 	 4.7390
3.3100 	 4.7420
3.3500 	 4.9140
4.7160 	 5.0510
2.5750 	 5.1570
4.9550 	 5.2010
3.3500 	 5.3040
3.5830 	 6.0520
5.2190 	 6.3580
6.7850 	 6.8970
1.6840 	 7.3320
7.7110 	 7.8910
7.5620 	 8.0350
4.7160 	 8.2710
7.8350 	 8.2770
9.0520 	 9.1000
9.0520 	 9.6200
9.0520 	 9.8130
9.0520 	 9.8630
9.3930 	 10.6040
3.3100 	 10.7240
9.3930 	 11.1760
9.7610 	 11.4380
9.0520 	 11.4550
9.7610 	 11.6530
10.7330 	 11.8120
10.7330 	 12.0770
10.7330 	 12.3530
12.0340 	 12.8460
11.5150 	 13.6060
12.0340 	 13.6930
7.5620 	 14.2840
12.6440 	 14.3500
12.0340 	 14.6320
12.6440 	 14.6690
13.2310 	 14.7180
13.3370 	 15.3510
9.1080 	 15.3630
13.2310 	 15.3920
11.2960 	 16.0710
11.2960 	 16.1110
13.6360 	 16.2670
14.1830 	 16.3200
14.1830 	 16.5190
13.9020 	 16.7440
14.5890 	 16.7960
14.7540 	 17.0930
15.1860 	 17.1590
13.2310 	 17.3540
15.6400 	 17.4020
13.3370 	 17.6070
16.6210 	 17.6860
15.6400 	 18.0120
15.1860 	 18.1050
14.7540 	 18.4220
16.6210 	 18.5250
17.6180 	 18.7470
14.5890 	 18.8180
18.0960 	 18.9550
13.6360 	 19.2470
18.6720 	 19.3060
18.1510 	 19.6730
18.1510 	 19.8350
19.0940 	 19.8900
19.8130 	 20.0390
19.5710 	 20.0600
16.8770 	 20.1650
18.6720 	 20.2300
19.8130 	 20.3950
20.1170 	 20.5290
17.6180 	 20.8410
20.2040 	 21.1410
21.1050 	 21.1530
18.1510 	 21.2190
15.2380 	 21.2230
21.1050 	 21.5220
19.8130 	 22.2070
21.4020 	 22.3880
19.9600 	 22.4450
20.1170 	 22.5400
21.6760 	 22.6580
19.9600 	 22.6620
21.6930 	 22.7680
21.7090 	 22.8730
21.4020 	 22.9710
21.6930 	 23.0310
15.2380 	 23.0640
22.5520 	 23.1830
22.5520 	 23.4660
22.5520 	 23.5040
15.2380 	 24.0200
15.2380 	 24.0340
21.7090 	 24.1480
24.0040 	 24.1640
